paper_id,paper_short_name,plot_id,plot_title,source_figure,data_type,row_index,x_variable,y_variable,x_units,y_units,x_description,y_description,source_file,doi,processing_note,dp_1mm_x,dp_1mm_y,gap_fig_plume_radius_bwD_vs_zD_1,dp_2mm_x,dp_2mm_y,gap_fig_plume_radius_bwD_vs_zD_2,dp_4mm_x,dp_4mm_y,gap_fig_entrainment_velocity_E_vs_Wc_1,gap_fig_entrainment_velocity_E_vs_Wc_2,gap_fig_mass_flux_Q_over_wslipD2_vs_zD_1,gap_fig_mass_flux_Q_over_wslipD2_vs_zD_2,gap_fig_centerline_velocity_WcWslip_vs_zD_1,gap_fig_centerline_velocity_WcWslip_vs_zD_2
fraga_et_al_2016,Fraga et al. 2016,fig_entrainment_velocity_E_vs_Wc,Entrainment velocity versus centerline velocity,Entrainment velocity plot,entrainment_velocity_relation,5,W_c,E,m/s,m/s,Centerline velocity W_c,Entrainment velocity E,E_vs_Wc.csv,https://doi.org/10.1016/j.ocemod.2015.11.005,Values preserved from uploaded digitized CSV. Data are stored as diameter-wise paired x-y columns.,0.42763636363636365,0.005636363636363637,,0.42500245700245703,0.011272727272727271,,0.3528353808353808,0.02372727272727273,,,,,,
fraga_et_al_2016,Fraga et al. 2016,fig_entrainment_velocity_E_vs_Wc,Entrainment velocity versus centerline velocity,Entrainment velocity plot,entrainment_velocity_relation,6,W_c,E,m/s,m/s,Centerline velocity W_c,Entrainment velocity E,E_vs_Wc.csv,https://doi.org/10.1016/j.ocemod.2015.11.005,Values preserved from uploaded digitized CSV. Data are stored as diameter-wise paired x-y columns.,0.4905159705159704,0.0072727272727272745,,0.49999017199017204,0.01490909090909091,,0.4172776412776412,0.02981818181818182,,,,,,
fraga_et_al_2016,Fraga et al. 2016,fig_mass_flux_Q_over_wslipD2_vs_zD,Mass flux scaling,Mass flux plot,mass_flux_scaling,1,z_over_D,Q_over_w_slip_D2,dimensionless,dimensionless,Nondimensional height z/D,Nondimensional volume/mass-flux scaling Q/(w_slip D^2),Q_v_zD.csv,https://doi.org/10.1016/j.ocemod.2015.11.005,Values preserved from uploaded digitized CSV. Data are stored as diameter-wise paired x-y columns.,0.09404448517263533,0.00200923300256505,,1.000000000000002,0.1873817422860386,,1.000000000000002,0.24770763559917128,,,,,,
fraga_et_al_2016,Fraga et al. 2016,fig_mass_flux_Q_over_wslipD2_vs_zD,Mass flux scaling,Mass flux plot,mass_flux_scaling,2,z_over_D,Q_over_w_slip_D2,dimensionless,dimensionless,Nondimensional height z/D,Nondimensional volume/mass-flux scaling Q/(w_slip D^2),Q_v_zD.csv,https://doi.org/10.1016/j.ocemod.2015.11.005,Values preserved from uploaded digitized CSV. Data are stored as diameter-wise paired x-y columns.,0.17919807223753376,0.003053855508833419,,1.4017374183467723,0.294915072964707,,1.3182567385564101,0.4482446879289315,,,,,,
fraga_et_al_2016,Fraga et al. 2016,fig_mass_flux_Q_over_wslipD2_vs_zD,Mass flux scaling,Mass flux plot,mass_flux_scaling,3,z_over_D,Q_over_w_slip_D2,dimensionless,dimensionless,Nondimensional height z/D,Nondimensional volume/mass-flux scaling Q/(w_slip D^2),Q_v_zD.csv,https://doi.org/10.1016/j.ocemod.2015.11.005,Values preserved from uploaded digitized CSV. Data are stored as diameter-wise paired x-y columns.,0.29286445646252435,0.006353752638084494,,2.221604091955816,0.4806380863064394,,2.435940447292032,1.0000000000000004,,,,,,
fraga_et_al_2016,Fraga et al. 2016,fig_mass_flux_Q_over_wslipD2_vs_zD,Mass flux scaling,Mass flux plot,mass_flux_scaling,4,z_over_D,Q_over_w_slip_D2,dimensionless,dimensionless,Nondimensional height z/D,Nondimensional volume/mass-flux scaling Q/(w_slip D^2),Q_v_zD.csv,https://doi.org/10.1016/j.ocemod.2015.11.005,Values preserved from uploaded digitized CSV. Data are stored as diameter-wise paired x-y columns.,0.47863009232263903,0.01519911082952934,,3.9810717055349856,0.9326033468832204,,4.78630092322639,2.0805675382171716,,,,,,
fraga_et_al_2016,Fraga et al. 2016,fig_mass_flux_Q_over_wslipD2_vs_zD,Mass flux scaling,Mass flux plot,mass_flux_scaling,5,z_over_D,Q_over_w_slip_D2,dimensionless,dimensionless,Nondimensional height z/D,Nondimensional volume/mass-flux scaling Q/(w_slip D^2),Q_v_zD.csv,https://doi.org/10.1016/j.ocemod.2015.11.005,Values preserved from uploaded digitized CSV. Data are stored as diameter-wise paired x-y columns.,0.6309573444801942,0.02565020905680047,,6.709137099554119,1.7475284000076847,,10.31177274593056,4.328761281083059,,,,,,
fraga_et_al_2016,Fraga et al. 2016,fig_mass_flux_Q_over_wslipD2_vs_zD,Mass flux scaling,Mass flux plot,mass_flux_scaling,6,z_over_D,Q_over_w_slip_D2,dimensionless,dimensionless,Nondimensional height z/D,Nondimensional volume/mass-flux scaling Q/(w_slip D^2),Q_v_zD.csv,https://doi.org/10.1016/j.ocemod.2015.11.005,Values preserved from uploaded digitized CSV. Data are stored as diameter-wise paired x-y columns.,0.8576958985908963,0.04328761281083059,,10.964781961431873,3.511191734215133,,19.6486778999347,7.833203223083885,,,,,,
fraga_et_al_2016,Fraga et al. 2016,fig_centerline_velocity_WcWslip_vs_zD,Centerline velocity scaling,Centerline velocity plot,centerline_velocity_scaling,1,z_over_D,W_c_over_w_slip,dimensionless,dimensionless,Nondimensional height z/D,Centerline velocity normalized by slip velocity W_c/w_slip,wcws_v_zD.csv,https://doi.org/10.1016/j.ocemod.2015.11.005,Values preserved from uploaded digitized CSV. Data are stored as diameter-wise paired x-y columns.,0.10423606739764023,5.58186805619771,,1.0,1.5210705660915065,,1.230524004359263,0.6223104901843595,,,,,,
fraga_et_al_2016,Fraga et al. 2016,fig_centerline_velocity_WcWslip_vs_zD,Centerline velocity scaling,Centerline velocity plot,centerline_velocity_scaling,2,z_over_D,W_c_over_w_slip,dimensionless,dimensionless,Nondimensional height z/D,Centerline velocity normalized by slip velocity W_c/w_slip,wcws_v_zD.csv,https://doi.org/10.1016/j.ocemod.2015.11.005,Values preserved from uploaded digitized CSV. Data are stored as diameter-wise paired x-y columns.,0.16114142772530216,4.980289993309416,,1.6451905877536641,1.4633967405781867,,1.9421746814890284,0.6217933959774974,,,,,,
fraga_et_al_2016,Fraga et al. 2016,fig_centerline_velocity_WcWslip_vs_zD,Centerline velocity scaling,Centerline velocity plot,centerline_velocity_scaling,3,z_over_D,W_c_over_w_slip,dimensionless,dimensionless,Nondimensional height z/D,Centerline velocity normalized by slip velocity W_c/w_slip,wcws_v_zD.csv,https://doi.org/10.1016/j.ocemod.2015.11.005,Values preserved from uploaded digitized CSV. Data are stored as diameter-wise paired x-y columns.,0.27633852900531725,4.278132242379758,,2.7066520700332415,1.3729219312624807,,3.195247505759214,0.583350889325062,,,,,,
fraga_et_al_2016,Fraga et al. 2016,fig_centerline_velocity_WcWslip_vs_zD,Centerline velocity scaling,Centerline velocity plot,centerline_velocity_scaling,4,z_over_D,W_c_over_w_slip,dimensionless,dimensionless,Nondimensional height z/D,Centerline velocity normalized by slip velocity W_c/w_slip,wcws_v_zD.csv,https://doi.org/10.1016/j.ocemod.2015.11.005,Values preserved from uploaded digitized CSV. Data are stored as diameter-wise paired x-y columns.,0.4546295469532404,3.721783266714958,,4.641588833612782,1.2718394773002044,,5.711586478126429,0.5269319609648693,,,,,,
fraga_et_al_2016,Fraga et al. 2016,fig_centerline_velocity_WcWslip_vs_zD,Centerline velocity scaling,Centerline velocity plot,centerline_velocity_scaling,5,z_over_D,W_c_over_w_slip,dimensionless,dimensionless,Nondimensional height z/D,Centerline velocity normalized by slip velocity W_c/w_slip,wcws_v_zD.csv,https://doi.org/10.1016/j.ocemod.2015.11.005,Values preserved from uploaded digitized CSV. Data are stored as diameter-wise paired x-y columns.,0.6205728806776507,3.041397868014252,,7.796360130405237,1.1489634351934024,,10.423606739764022,0.48808085240924537,,,,,,
fraga_et_al_2016,Fraga et al. 2016,fig_centerline_velocity_WcWslip_vs_zD,Centerline velocity scaling,Centerline velocity plot,centerline_velocity_scaling,6,z_over_D,W_c_over_w_slip,dimensionless,dimensionless,Nondimensional height z/D,Centerline velocity normalized by slip velocity W_c/w_slip,wcws_v_zD.csv,https://doi.org/10.1016/j.ocemod.2015.11.005,Values preserved from uploaded digitized CSV. Data are stored as diameter-wise paired x-y columns.,0.8829699955494091,2.5485404876247095,,10.642092440647236,1.0253679350044487,,19.421746814890266,0.45207718459506646,,,,,,
