paper_id,paper_short_name,plot_id,plot_title,source_figure,data_type,row_index,x_variable,y_variable,x_units,y_units,x_description,y_description,source_file,doi,processing_note,nozzle_a_B_scaled,nozzle_a_k_b,gap_fig_4c_kb_vs_B_1,nozzle_b_B_scaled,nozzle_b_k_b,gap_fig_4c_kb_vs_B_2,nozzle_c_B_scaled,nozzle_c_k_b,gap_fig_4c_kb_vs_B_3,nozzle_d_B_scaled,nozzle_d_k_b,nozzle_a_r_l_over_r_b,gap_fig_4d_rlrb_vs_B_1,nozzle_b_r_l_over_r_b,gap_fig_4d_rlrb_vs_B_2,nozzle_c_r_l_over_r_b,gap_fig_4d_rlrb_vs_B_3,nozzle_d_r_l_over_r_b,nozzle_a_v_l_over_v_s,gap_fig_6b_vlvs_vs_B_1,nozzle_b_v_l_over_v_s,gap_fig_6b_vlvs_vs_B_2,nozzle_c_v_l_over_v_s,gap_fig_6b_vlvs_vs_B_3,nozzle_d_v_l_over_v_s,nozzle_a_lambda,gap_fig_7d_lambda_vs_B_1,nozzle_b_lambda,gap_fig_7d_lambda_vs_B_2,nozzle_c_lambda,gap_fig_7d_lambda_vs_B_3,nozzle_d_lambda
mingotti_woods_2023,Mingotti & Woods 2023,fig_4d_rlrb_vs_B,Liquid-to-bubble radius ratio versus buoyancy flux,Figure 4(d),slip_plume_liquid_to_bubble_radius_ratio,6,B_scaled,r_l_over_r_b,10^-5 m^4 s^-3,dimensionless,Source buoyancy flux shown on the paper axis as B × 10^-5 m^4 s^-3. Multiply x by 1e-5 to recover B in m^4 s^-3.,Ratio of time-averaged liquid plume radius to bubble plume radius.,rlrb_vs_B.csv,https://doi.org/10.1017/jfm.2023.668,Values preserved from uploaded digitized CSV. Data are stored as nozzle-wise paired x-y columns.,4.319762287028826,,,3.0370108552395094,,,3.027880951810405,,,4.338980613932089,,2.5282356042270733,,1.7944789245405095,,1.244772471304306,,1.0003211042150917,,,,,,,,,,,,,,
mingotti_woods_2023,Mingotti & Woods 2023,fig_4d_rlrb_vs_B,Liquid-to-bubble radius ratio versus buoyancy flux,Figure 4(d),slip_plume_liquid_to_bubble_radius_ratio,7,B_scaled,r_l_over_r_b,10^-5 m^4 s^-3,dimensionless,Source buoyancy flux shown on the paper axis as B × 10^-5 m^4 s^-3. Multiply x by 1e-5 to recover B in m^4 s^-3.,Ratio of time-averaged liquid plume radius to bubble plume radius.,rlrb_vs_B.csv,https://doi.org/10.1017/jfm.2023.668,Values preserved from uploaded digitized CSV. Data are stored as nozzle-wise paired x-y columns.,,,,3.46923150655388,,,3.4677218374829253,,,4.339088447437156,,,,1.8418681555678034,,1.2549088207807144,,1.042246770985598,,,,,,,,,,,,,,
mingotti_woods_2023,Mingotti & Woods 2023,fig_4d_rlrb_vs_B,Liquid-to-bubble radius ratio versus buoyancy flux,Figure 4(d),slip_plume_liquid_to_bubble_radius_ratio,8,B_scaled,r_l_over_r_b,10^-5 m^4 s^-3,dimensionless,Source buoyancy flux shown on the paper axis as B × 10^-5 m^4 s^-3. Multiply x by 1e-5 to recover B in m^4 s^-3.,Ratio of time-averaged liquid plume radius to bubble plume radius.,rlrb_vs_B.csv,https://doi.org/10.1017/jfm.2023.668,Values preserved from uploaded digitized CSV. Data are stored as nozzle-wise paired x-y columns.,,,,,,,3.884198797057342,,,,,,,,,1.1811507033140831,,,,,,,,,,,,,,,,
mingotti_woods_2023,Mingotti & Woods 2023,fig_6b_vlvs_vs_B,Liquid-to-bubble centreline velocity ratio versus buoyancy flux,Figure 6(b),slip_plume_velocity_ratio,1,B_scaled,v_l_over_v_s,10^-5 m^4 s^-3,dimensionless,Source buoyancy flux shown on the paper axis as B × 10^-5 m^4 s^-3. Multiply x by 1e-5 to recover B in m^4 s^-3.,Ratio between liquid and bubble centreline velocities.,vlvs_vs_B.csv,https://doi.org/10.1017/jfm.2023.668,Values preserved from uploaded digitized CSV. Data are stored as nozzle-wise paired x-y columns.,1.007700430374931,,,1.007976135007044,,,0.45346519366871885,,,1.0458165957646255,,,,,,,,,0.2920555710256488,,0.28786706625458014,,0.31199728706642,,0.3129947864254067,,,,,,,
mingotti_woods_2023,Mingotti & Woods 2023,fig_6b_vlvs_vs_B,Liquid-to-bubble centreline velocity ratio versus buoyancy flux,Figure 6(b),slip_plume_velocity_ratio,2,B_scaled,v_l_over_v_s,10^-5 m^4 s^-3,dimensionless,Source buoyancy flux shown on the paper axis as B × 10^-5 m^4 s^-3. Multiply x by 1e-5 to recover B in m^4 s^-3.,Ratio between liquid and bubble centreline velocities.,vlvs_vs_B.csv,https://doi.org/10.1017/jfm.2023.668,Values preserved from uploaded digitized CSV. Data are stored as nozzle-wise paired x-y columns.,1.5215449384765103,,,1.4808785052397662,,,1.0052190886859087,,,1.5970880076756169,,,,,,,,,0.28572980394643616,,0.3035342576790633,,0.3297521139652667,,0.3380794966736236,,,,,,,
mingotti_woods_2023,Mingotti & Woods 2023,fig_6b_vlvs_vs_B,Liquid-to-bubble centreline velocity ratio versus buoyancy flux,Figure 6(b),slip_plume_velocity_ratio,3,B_scaled,v_l_over_v_s,10^-5 m^4 s^-3,dimensionless,Source buoyancy flux shown on the paper axis as B × 10^-5 m^4 s^-3. Multiply x by 1e-5 to recover B in m^4 s^-3.,Ratio between liquid and bubble centreline velocities.,vlvs_vs_B.csv,https://doi.org/10.1017/jfm.2023.668,Values preserved from uploaded digitized CSV. Data are stored as nozzle-wise paired x-y columns.,1.9958258318698006,,,2.5473040222548784,,,1.4801203175014548,,,2.112242112779737,,,,,,,,,0.2804544715155759,,0.3023978031854913,,0.31505264579950204,,0.31185833193183476,,,,,,,
mingotti_woods_2023,Mingotti & Woods 2023,fig_6b_vlvs_vs_B,Liquid-to-bubble centreline velocity ratio versus buoyancy flux,Figure 6(b),slip_plume_velocity_ratio,4,B_scaled,v_l_over_v_s,10^-5 m^4 s^-3,dimensionless,Source buoyancy flux shown on the paper axis as B × 10^-5 m^4 s^-3. Multiply x by 1e-5 to recover B in m^4 s^-3.,Ratio between liquid and bubble centreline velocities.,vlvs_vs_B.csv,https://doi.org/10.1017/jfm.2023.668,Values preserved from uploaded digitized CSV. Data are stored as nozzle-wise paired x-y columns.,2.5479243576771333,,,3.0603903426181462,,,2.031943138676673,,,2.5459944252523394,,,,,,,,,0.29297366745058684,,0.30759042422671745,,0.3317603465055816,,0.32229320084806745,,,,,,,
mingotti_woods_2023,Mingotti & Woods 2023,fig_6b_vlvs_vs_B,Liquid-to-bubble centreline velocity ratio versus buoyancy flux,Figure 6(b),slip_plume_velocity_ratio,5,B_scaled,v_l_over_v_s,10^-5 m^4 s^-3,dimensionless,Source buoyancy flux shown on the paper axis as B × 10^-5 m^4 s^-3. Multiply x by 1e-5 to recover B in m^4 s^-3.,Ratio between liquid and bubble centreline velocities.,vlvs_vs_B.csv,https://doi.org/10.1017/jfm.2023.668,Values preserved from uploaded digitized CSV. Data are stored as nozzle-wise paired x-y columns.,3.1021595943833455,,,4.086976540292855,,,3.137932270400076,,,3.020551023277741,,,,,,,,,0.2730319514098156,,0.31169290915256664,,0.3295734573636571,,0.31282936364613856,,,,,,,
mingotti_woods_2023,Mingotti & Woods 2023,fig_6b_vlvs_vs_B,Liquid-to-bubble centreline velocity ratio versus buoyancy flux,Figure 6(b),slip_plume_velocity_ratio,6,B_scaled,v_l_over_v_s,10^-5 m^4 s^-3,dimensionless,Source buoyancy flux shown on the paper axis as B × 10^-5 m^4 s^-3. Multiply x by 1e-5 to recover B in m^4 s^-3.,Ratio between liquid and bubble centreline velocities.,vlvs_vs_B.csv,https://doi.org/10.1017/jfm.2023.668,Values preserved from uploaded digitized CSV. Data are stored as nozzle-wise paired x-y columns.,3.614694505482386,,,5.271472566010583,,,3.6517078523436277,,,3.6526038923979955,,,,,,,,,0.2866015819931791,,0.3168292864488417,,0.32429481647721164,,0.3106821759712385,,,,,,,
mingotti_woods_2023,Mingotti & Woods 2023,fig_6b_vlvs_vs_B,Liquid-to-bubble centreline velocity ratio versus buoyancy flux,Figure 6(b),slip_plume_velocity_ratio,7,B_scaled,v_l_over_v_s,10^-5 m^4 s^-3,dimensionless,Source buoyancy flux shown on the paper axis as B × 10^-5 m^4 s^-3. Multiply x by 1e-5 to recover B in m^4 s^-3.,Ratio between liquid and bubble centreline velocities.,vlvs_vs_B.csv,https://doi.org/10.1017/jfm.2023.668,Values preserved from uploaded digitized CSV. Data are stored as nozzle-wise paired x-y columns.,4.009779243301067,,,8.391277256849193,,,4.16548343428718,,,4.285414949256562,,,,,,,,,0.2844742450517911,,0.3207564232286667,,0.3190161755907661,,0.29701660017589954,,,,,,,
mingotti_woods_2023,Mingotti & Woods 2023,fig_6b_vlvs_vs_B,Liquid-to-bubble centreline velocity ratio versus buoyancy flux,Figure 6(b),slip_plume_velocity_ratio,8,B_scaled,v_l_over_v_s,10^-5 m^4 s^-3,dimensionless,Source buoyancy flux shown on the paper axis as B × 10^-5 m^4 s^-3. Multiply x by 1e-5 to recover B in m^4 s^-3.,Ratio between liquid and bubble centreline velocities.,vlvs_vs_B.csv,https://doi.org/10.1017/jfm.2023.668,Values preserved from uploaded digitized CSV. Data are stored as nozzle-wise paired x-y columns.,4.641901038579349,,,10.40688489607314,,,5.231357542038064,,,4.758110541015198,,,,,,,,,0.28127993118412387,,0.2996451681384699,,0.32625673063933147,,0.3158251701786841,,,,,,,
mingotti_woods_2023,Mingotti & Woods 2023,fig_6b_vlvs_vs_B,Liquid-to-bubble centreline velocity ratio versus buoyancy flux,Figure 6(b),slip_plume_velocity_ratio,9,B_scaled,v_l_over_v_s,10^-5 m^4 s^-3,dimensionless,Source buoyancy flux shown on the paper axis as B × 10^-5 m^4 s^-3. Multiply x by 1e-5 to recover B in m^4 s^-3.,Ratio between liquid and bubble centreline velocities.,vlvs_vs_B.csv,https://doi.org/10.1017/jfm.2023.668,Values preserved from uploaded digitized CSV. Data are stored as nozzle-wise paired x-y columns.,5.155125211258675,,,,,,15.776784015748248,,,8.43146120697974,,,,,,,,,0.2843782998398156,,,,0.3201377420342039,,0.31028185284540966,,,,,,,
mingotti_woods_2023,Mingotti & Woods 2023,fig_6b_vlvs_vs_B,Liquid-to-bubble centreline velocity ratio versus buoyancy flux,Figure 6(b),slip_plume_velocity_ratio,10,B_scaled,v_l_over_v_s,10^-5 m^4 s^-3,dimensionless,Source buoyancy flux shown on the paper axis as B × 10^-5 m^4 s^-3. Multiply x by 1e-5 to recover B in m^4 s^-3.,Ratio between liquid and bubble centreline velocities.,vlvs_vs_B.csv,https://doi.org/10.1017/jfm.2023.668,Values preserved from uploaded digitized CSV. Data are stored as nozzle-wise paired x-y columns.,10.526678558726466,,,,,,,,,15.816967965878796,,,,,,,,,0.27973984510913763,,,,,,0.3096631716509469,,,,,,,
mingotti_woods_2023,Mingotti & Woods 2023,fig_6b_vlvs_vs_B,Liquid-to-bubble centreline velocity ratio versus buoyancy flux,Figure 6(b),slip_plume_velocity_ratio,11,B_scaled,v_l_over_v_s,10^-5 m^4 s^-3,dimensionless,Source buoyancy flux shown on the paper axis as B × 10^-5 m^4 s^-3. Multiply x by 1e-5 to recover B in m^4 s^-3.,Ratio between liquid and bubble centreline velocities.,vlvs_vs_B.csv,https://doi.org/10.1017/jfm.2023.668,Values preserved from uploaded digitized CSV. Data are stored as nozzle-wise paired x-y columns.,15.70062061112689,,,,,,,,,10.523852586247305,,,,,,,,,0.2772121850419209,,,,,,0.3226720190125914,,,,,,,
mingotti_woods_2023,Mingotti & Woods 2023,fig_6b_vlvs_vs_B,Liquid-to-bubble centreline velocity ratio versus buoyancy flux,Figure 6(b),slip_plume_velocity_ratio,12,B_scaled,v_l_over_v_s,10^-5 m^4 s^-3,dimensionless,Source buoyancy flux shown on the paper axis as B × 10^-5 m^4 s^-3. Multiply x by 1e-5 to recover B in m^4 s^-3.,Ratio between liquid and bubble centreline velocities.,vlvs_vs_B.csv,https://doi.org/10.1017/jfm.2023.668,Values preserved from uploaded digitized CSV. Data are stored as nozzle-wise paired x-y columns.,21.110703680932545,,,,,,,,,,,,,,,,,,0.2872301885543979,,,,,,,,,,,,,
mingotti_woods_2023,Mingotti & Woods 2023,fig_7d_lambda_vs_B,Slip-plume volume-flux coefficient versus buoyancy flux,Figure 7(d),slip_plume_volume_flux_coefficient,1,B_scaled,lambda,10^-5 m^4 s^-3,dimensionless,Source buoyancy flux shown on the paper axis as B × 10^-5 m^4 s^-3. Multiply x by 1e-5 to recover B in m^4 s^-3.,Dimensionless coefficient in Q_l = lambda B z / v_s^2.,lambda_vs_B.csv,https://doi.org/10.1017/jfm.2023.668,Values preserved from uploaded digitized CSV. Data are stored as nozzle-wise paired x-y columns.,2.0325109829498196,,,2.030817576590353,,,1.9927159335023514,,,2.0346882196977045,,,,,,,,,,,,,,,,0.21717791411042942,,0.19999999999999996,,0.21349693251533738,,0.23926380368098157
mingotti_woods_2023,Mingotti & Woods 2023,fig_7d_lambda_vs_B,Slip-plume volume-flux coefficient versus buoyancy flux,Figure 7(d),slip_plume_volume_flux_coefficient,2,B_scaled,lambda,10^-5 m^4 s^-3,dimensionless,Source buoyancy flux shown on the paper axis as B × 10^-5 m^4 s^-3. Multiply x by 1e-5 to recover B in m^4 s^-3.,Dimensionless coefficient in Q_l = lambda B z / v_s^2.,lambda_vs_B.csv,https://doi.org/10.1017/jfm.2023.668,Values preserved from uploaded digitized CSV. Data are stored as nozzle-wise paired x-y columns.,3.0962120918890683,,,3.0546026784850326,,,2.5057575816221878,,,3.058473321592384,,,,,,,,,,,,,,,,0.20736196319018402,,0.1852760736196319,,0.21779141104294478,,0.22453987730061348
mingotti_woods_2023,Mingotti & Woods 2023,fig_7d_lambda_vs_B,Slip-plume volume-flux coefficient versus buoyancy flux,Figure 7(d),slip_plume_volume_flux_coefficient,3,B_scaled,lambda,10^-5 m^4 s^-3,dimensionless,Source buoyancy flux shown on the paper axis as B × 10^-5 m^4 s^-3. Multiply x by 1e-5 to recover B in m^4 s^-3.,Dimensionless coefficient in Q_l = lambda B z / v_s^2.,lambda_vs_B.csv,https://doi.org/10.1017/jfm.2023.668,Values preserved from uploaded digitized CSV. Data are stored as nozzle-wise paired x-y columns.,4.119452884596777,,,4.124291188480967,,,3.0986312438311643,,,5.148922993555381,,,,,,,,,,,,,,,,0.1871165644171779,,0.23619631901840488,,0.2319018404907975,,0.2300613496932515
mingotti_woods_2023,Mingotti & Woods 2023,fig_7d_lambda_vs_B,Slip-plume volume-flux coefficient versus buoyancy flux,Figure 7(d),slip_plume_volume_flux_coefficient,4,B_scaled,lambda,10^-5 m^4 s^-3,dimensionless,Source buoyancy flux shown on the paper axis as B × 10^-5 m^4 s^-3. Multiply x by 1e-5 to recover B in m^4 s^-3.,Dimensionless coefficient in Q_l = lambda B z / v_s^2.,lambda_vs_B.csv,https://doi.org/10.1017/jfm.2023.668,Values preserved from uploaded digitized CSV. Data are stored as nozzle-wise paired x-y columns.,5.146443362814733,,,8.299566004141589,,,3.609556134001666,,,8.264851173772522,,,,,,,,,,,,,,,,0.20490797546012268,,0.19018404907975456,,0.21472392638036805,,0.23803680981595088
